Year,Semester,Course ID,Section,Name,Course Name,Response Rate %,Hrs Per Week,Overall course rate
2018,Fall,17437,D,"SUNSHINE, JOSHUA",WEB APPLCTN DEVLPMNT,40,11,4
2018,Fall,17480,A,"BLOCH, JOSH",API DES & IMPLEMENT,100,6.5,4.5
2018,Fall,17514,1,"BLOCH, JOSH",PRIN 0-0 SFTWR CONST,66,15.43,4.79
2018,Fall,17514,1,"GARROD, CHARLES",PRIN 0-0 SFTWR CONST,66,15.8,4.73
2018,Fall,17514,E,"BLOCH, JOSH",PRIN 0-0 SFTWR CONST,100,17,5
2018,Fall,17514,E,"GARROD, CHARLES",PRIN 0-0 SFTWR CONST,100,16,5
2018,Fall,17562,A,"SHAMOS, MICHAEL",LAW OF COMPUTER TECH,50,6.5,5
2018,Fall,17601,A,"VADLAMUDI, VIJAY",DATA DRIVEN SW ENG,100,11.75,4.5
2018,Fall,17606,A,"CRANOR, LORRIE",PRVY DES PRJ WRKSHP,71,23.2,5
2018,Fall,17606,A,"LIBERT, TIMOTHY",PRVY DES PRJ WRKSHP,71,23.2,5
2018,Fall,17610,A1,"ROSSO-LLOPART, MANUEL",RSK MNGT SFTW IN PRJ,55,10.4,4.4
2018,Fall,17610,D1,"ROSSO-LLOPART, MANUEL",RSK MNGT SFTW IN PRJ,50,11,5
2018,Fall,17611,A,"BASS, LEN",DEVOPS,46,16,5
2018,Fall,17611,A,"YASAR, HASAN",DEVOPS,46,16,4.83
2018,Fall,17630,A,"LATTANZE, ANTHONY",DTA STRC & ALGRM ENG,57,12.44,4.75
2018,Fall,17631,A,"CHRISTIN, NICOLAS",INFM SEC PRIV & POL,56,7.06,3.53
2018,Fall,17637,A,"GARROD, CHARLES",WEB APPLCTN DEVLPMNT,87,16.79,4.57
2018,Fall,17637,E,"SUNSHINE, JOSHUA",WEB APPLCTN DEVLPMNT,78,14.91,4.73
2018,Fall,17637,C,"GARROD, CHARLES",WEB APPLCTN DEVLPMNT,75,16.82,4.73
2018,Fall,17637,B,"GARROD, CHARLES",WEB APPLCTN DEVLPMNT,54,14.58,4.92
2018,Fall,17637,D,"SUNSHINE, JOSHUA",WEB APPLCTN DEVLPMNT,66,17.27,4.73
2018,Fall,17637,F,"GARROD, CHARLES",WEB APPLCTN DEVLPMNT,86,14.2,4.85
2018,Fall,17637,A,"SUNSHINE, JOSHUA",WEB APPLCTN DEVLPMNT,87,16.79,4.36
2018,Fall,17637,B,"SUNSHINE, JOSHUA",WEB APPLCTN DEVLPMNT,54,14.33,4.75
2018,Fall,17637,C,"SUNSHINE, JOSHUA",WEB APPLCTN DEVLPMNT,75,14.92,4.5
2018,Fall,17637,D,"GARROD, CHARLES",WEB APPLCTN DEVLPMNT,66,17.09,4.77
2018,Fall,17637,F,"SUNSHINE, JOSHUA",WEB APPLCTN DEVLPMNT,86,14.5,4.78
2018,Fall,17637,E,"GARROD, CHARLES",WEB APPLCTN DEVLPMNT,78,15,4.9
2018,Fall,17651,D,"MCLAUGHLIN, DAWN",MODELS SOFTWR SYSTMS,28,14.5,4
2018,Fall,17651,1,"GARLAN, DAVID",MODELS SOFTWR SYSTMS,60,12.12,4.46
2018,Fall,17651,A,"GARLAN, DAVID",MODELS SOFTWR SYSTMS,67,11.34,4.52
2018,Fall,17652,A,"ROSSO-LLOPART, MANUEL",MTHDS DECIDE DESIGN,65,13.08,3.81
2018,Fall,17652,1,"ROSSO-LLOPART, MANUEL",MTHDS DECIDE DESIGN,60,13.96,3.92
2018,Fall,17653,A,"TELANG, SUJATA",MANAGE SFTWR DVLPMT,65,8.97,3.45
2018,Fall,17653,A,"MIRANDA, EDUARDO",MANAGE SFTWR DVLPMT,65,9.23,3.37
2018,Fall,17653,D,"GREENHALGH LUBAS, DEBRA",MANAGE SFTWR DVLPMT,57,19,4.25
2018,Fall,17656,A,"CIROLI, JENNIFER",COMMNCTN SOFT ENGR I,71,7.68,2.89
2018,Fall,17656,A,"KOLENICH, PETER",COMMNCTN SOFT ENGR I,71,7.57,2.82
2018,Fall,17658,A,"TELANG, SUJATA",MITS SEMINAR I,65,3.09,4
2018,Fall,17658,A,"LATTANZE, ANTHONY",MITS SEMINAR I,65,4.31,3.81
2018,Fall,17662,A1,"SHAMOS, MICHAEL",LAW COMPTR TECHNOLGY,58,5.86,5
2018,Fall,17673,A,"LATTANZE, ANTHONY",SOFTWR DEV STUDO III,38,27,3.75
2018,Fall,17673,A,"BASS, MATTHEW",SOFTWR DEV STUDO III,38,27,3.4
2018,Fall,17673,A,"TELANG, SUJATA",SOFTWR DEV STUDO III,38,27,3.75
2018,Fall,17673,A,"ROSSO-LLOPART, MANUEL",SOFTWR DEV STUDO III,38,27,3.6
2018,Fall,17673,A,"MIRANDA, EDUARDO",SOFTWR DEV STUDO III,38,27,3.5
2018,Fall,17681,A1,"LEE, TERRY",JAVA FOR APP PROG,82,9.56,4.8
2018,Fall,17682,A2,"EPPINGER, JEFFREY",J2EE WEB APP DEV,72,11.33,4.85
2018,Fall,17682,A1,"EPPINGER, JEFFREY",J2EE WEB APP DEV,88,11.67,4.73
2018,Fall,17683,A2,"LEE, TERRY",DATA STRCR APPL PRGM,87,11.51,4.9
2018,Fall,17702,A,"CRANOR, LORRIE",CURNT TPC PRVY SEMR,47,2.75,4.75
2018,Fall,17702,A,"LIBERT, TIMOTHY",CURNT TPC PRVY SEMR,47,2.75,4.88
2018,Fall,17731,A,"DATTA, ANUPAM",FOUNDATIONS OF PRIVC,45,8.6,3.6
2018,Fall,17733,A,"BAUER, LUJO",PRIVCY POL LAW TECH,46,14,4.17
2018,Fall,17733,A,"LIBERT, TIMOTHY",PRIVCY POL LAW TECH,46,13.33,4.33
2018,Fall,17762,A,"SHAMOS, MICHAEL",LAW OF COMPUTER TECH,62,8.45,4
2018,Fall,17780,A,"BLOCH, JOSH",API DES & IMPLEMENT,83,8,4.3
2018,Fall,17803,A,"VASILESCU, BOGDAN",EMPERICAL METHODS,66,14,5
2018,Fall,17808,A,"GARLAN, DAVID",SOFTWARE ENGNG RESRC,20,14,3
2018,Fall,17808,A,"ALDRICH, JONATHAN",SOFTWARE ENGNG RESRC,20,14,4
2018,Fall,17808,A,"LE GOUES, CLAIRE",SOFTWARE ENGNG RESRC,20,14,5
2018,Fall,17808,A,"BREAUX, TRAVIS",SOFTWARE ENGNG RESRC,20,8,2
2018,Fall,17808,A,"SCHERLIS, WILLIAM",SOFTWARE ENGNG RESRC,20,8,4
2018,Fall,17808,A,"VASILESCU, BOGDAN",SOFTWARE ENGNG RESRC,20,14,5
2018,Fall,17808,A,"SHAW, MARY",SOFTWARE ENGNG RESRC,20,11,4
2018,Fall,17994,A,"HERBSLEB, JAMES",SC COMPUTING PRACTIC,62,3.2,4.6
2018,Fall,36200,1,"WEINBERG, GORDON",REASONING DATA,40,6.67,4.42
2018,Fall,36200,1,"NUGENT, REBECCA",REASONING DATA,40,6.57,4.54
2018,Fall,36200,1,"BURCKHARDT, Philipp",REASONING DATA,40,6.22,4.32
2018,Fall,36202,1,"NUGENT, REBECCA",METH STATDATASCI,47,6.88,4.38
2018,Fall,36202,1,"WEINBERG, GORDON",METH STATDATASCI,47,6.95,4.65
2018,Fall,36202,W,"PARK, TAEYONG",METH STATDATASCI,81,13.22,3.44
2018,Fall,36217,A,"OCONNELL, ROSS",PROB THEO RNDM PROC,46,10.11,3.15
2018,Fall,36218,A,"GENOVESE, CHRISTOPHER",PROB THEO CS,48,10.67,3.18
2018,Fall,36218,A,"KUUSELA, MIKAEL",PROB THEO CS,48,10.67,3.31
2018,Fall,36220,A,"CHILINA, OLGA",ENGR STAT QUAL CTRL,63,7.4,3.57
2018,Fall,36225,A,"FREEMAN, PETER",INTRO PROBLTY THEORY,46,8.38,4.15
2018,Fall,36225,B,"LEI, JING",INTRO PROBLTY THEORY,61,8.7,2.93
2018,Fall,36226,A,"STANGL, DALENE",INTRO STAT INF,41,11.7,2.1
2018,Fall,36290,A,"FREEMAN, PETER",INTRO STAT RES,66,7.1,4.9
2018,Fall,36309,1,"STANGL, DALENE",EX DES BEHA SOC SCI,59,8.56,1.72
2018,Fall,36311,A,"NIEZINK, NYNKE",NETWORKS,61,9.13,4.25
2018,Fall,36315,1,"NEYKOV, MATEY",STAT GRPHCS & VISUAL,47,8.59,4.39
2018,Fall,36350,A,"TIBSHIRANI, RYAN",STATISTICAL COMPUTNG,25,7.4,4.37
2018,Fall,36401,B,"KENNEDY, EDWARD",MODERN REGRESSION,36,8.92,3.78
2018,Fall,36401,C,"MEJIA, ROBIN",MODERN REGRESSION,34,7.7,3.1
2018,Fall,36401,A,"LEE, ANN",MODERN REGRESSION,41,8.39,4.1
2018,Fall,36462,A,"GSELL, MAX",SPC TP: DATA MINING,36,8.55,4.64
2018,Fall,36466,A,"JIN, JIASHUN",SPTP STAT. MTH. FIN.,47,13,3.36
2018,Fall,36467,A,"SHALIZI, COSMA",DATA SPACE TIME,50,9.36,4.45
2018,Fall,36497,A,"NUGENT, REBECCA",INDSTRY RESEARCH PRJ,24,9,4.5
2018,Fall,36497,A,"FREEMAN, PETER",INDSTRY RESEARCH PRJ,24,9,4.83
2018,Fall,36601,A,"MAKRIS, Christopher P.",PERSPTV DATA SCI I,43,7.38,4.85
2018,Fall,36601,A,"SELTMAN, HOWARD",PERSPTV DATA SCI I,43,7.38,4.85
2018,Fall,36607,A,"LEE, ANN",MODERN REGRESSION,50,11,5
2018,Fall,36611,A,"MAKRIS, Christopher P.",PROF SKILLS STAT I,44,5.69,4.77
2018,Fall,36611,A,"SELTMAN, HOWARD",PROF SKILLS STAT I,44,5.46,4.77
2018,Fall,36617,A,"JUNKER, BRIAN",APPL LIN MODEL,46,8.86,4.64
2018,Fall,36650,A,"REINHART, ALEXANDER",STAT COMPUTING,44,11.38,4.75
2018,Fall,36650,A,"GENOVESE, CHRISTOPHER",STAT COMPUTING,44,11.19,4.75
2018,Fall,36662,A,"GSELL, MAX",SP TPC: DATA MINING,62,9.8,4.6
2018,Fall,36666,A,"JIN, JIASHUN",STAT. METH. FIN.,53,15,2.63
2018,Fall,36667,A,"SHALIZI, COSMA",DATA SPACE TIME,50,10.4,4.6
2018,Fall,36700,A,"WASSERMAN, LARRY",PROB & MATH STATS,52,10.85,4.72
2018,Fall,36705,A,"BALAKRISHNAN, SIVARAMAN",INTERMED STATISTICS,67,12.37,4.73
2018,Fall,36707,A,"VENTURA, VALERIE",REGRESSION ANALYSIS,53,12.88,3.86
2018,Fall,36710,A,"RINALDO, ALESSANDRO",ADV STAT THRY,25,12.5,5
2018,Fall,36727,A1,"REINHART, ALEXANDER",MOD. EXP. DES.,37,6,4.33
2018,Fall,36733,A2,"VENTURA, VALERIE",PRB MOD STOC PROC,12,11,4
2018,Fall,36749,1,"STANGL, DALENE",EXP DES BEH SOC SCI,85,8.75,3.67
2018,Fall,36750,A,"GENOVESE, CHRISTOPHER",STAT COMPUTING,70,10.14,4.57
2018,Fall,36750,A,"REINHART, ALEXANDER",STAT COMPUTING,70,10.14,4.71
2018,Fall,36771,A1,"RAMDAS, AADITYA",MARTINGALES 1,66,7.57,4.88
2018,Fall,36772,A2,"RAMDAS, AADITYA",MARTINGALES 2,50,7.4,4.8
2018,Spring,48026,A,"WORKINGER, HEATHER",FRST YR SEM:ARCH ED,66,4.03,3.86
2018,Spring,48105,1,"GUTSCHOW, KAI",ARC DSGN STU: FDT II,68,24.68,4.27
2018,Spring,48125,A,"KIM, MAN",DIG MEDIA II,63,15.77,4.63
2018,Spring,48126,A,"COOPER, DOUGLAS",DRAWING II,63,13.27,4.51
2018,Spring,48205,C,"KING, JEFFERY",ARC DSGN STU: EL II,41,25.2,3.8
2018,Spring,48205,A,"CRUZE, ELIZABETH",ARC DSGN STU: EL II,23,24,3
2018,Spring,48205,1,"FICCA, JEREMY",ARC DSGN STU: EL II,31,25.05,4.11
2018,Spring,48205,B,"KIM, MAN",ARC DSGN STU: EL II,41,26.4,5
2018,Spring,48205,D,"LUCCHINO, JENNIFER",ARC DSGN STU: EL II,16,19,4.5
2018,Spring,48215,A,"DAMIANI, GERARD",MATERIALS & ASSEMBLY,38,14.04,3.54
2018,Spring,48240,A,"SHAW, DIANE",HIS SRVY WLD ARC URB,68,6.15,4.38
2018,Spring,48305,B,"DANES, STEFANI",ARC DSGN STU:INT II,77,25.14,4.86
2018,Spring,48305,C,"SHAW, LORI",ARC DSGN STU:INT II,40,26.25,4.5
2018,Spring,48305,A,"COCHRAN, ERICA",ARC DSGN STU:INT II,40,27,4.5
2018,Spring,48305,1,"LEE, STEPHEN",ARC DSGN STU:INT II,41,24.25,4.38
2018,Spring,48305,D,"MCNUTT, MATTHEW",ARC DSGN STU:INT II,30,22.67,4
2018,Spring,48332,A3,"WORKINGER, HEATHER",ARCH EXPL: TCHG LRNG,50,4,4.67
2018,Spring,48339,A,"TOWNSEND, J.",MKG THGS INTTRTV UG,25,11,5
2018,Spring,48348,A,"SHAW, DIANE",ARCH HIS MEXCO GUATM,66,8,4.67
2018,Spring,48356,A,"COOPER, DOUGLAS",COLOR DRAWING,17,6,4.67
2018,Spring,48380,A,"VAVASIS, VALENTINA",REAL ESTATE,52,4.74,4.61
2018,Spring,48381,A,"FOLAN, JOHN",ETHICS & ISSUES,60,13.09,4.43
2018,Spring,48410,D,"GRUBER, STEFAN",ASOS II,75,19.67,3.33
2018,Spring,48410,C,"FOLAN, JOHN",ASOS II,50,27,5
2018,Spring,48410,B,"DAMIANI, GERARD",ASOS II,12,27,4
2018,Spring,48410,H,"ARSCOTT, MARY-LOU",ASOS II,50,17.5,5
2018,Spring,48410,E,"HAYES, HAL",ASOS II,62,25.2,4.8
2018,Spring,48410,A,"BARD, JOSHUA",ASOS II,62,21.4,4.4
2018,Spring,48442,A,"LEE, STEPHEN",HIST ASIAN ARCH,64,5.33,5
2018,Spring,48442,A,"ZITTERBART, SUSAN",HIST ASIAN ARCH,64,5.75,5
2018,Spring,48443,A,"TORELLO, FRANCESCA",EURO CITIES XIX CENT,50,6.5,4.75
2018,Spring,48473,A,"SMITH, SCOTT",HND MCHN JNRY NEW DR,44,6.5,4.5
2018,Spring,48496,A,"FOLAN, JOHN",UDBS: PRAC RECNSRD,100,4.25,4.75
2018,Spring,48497,A,"GUTSCHOW, KAI",THESIS PREP,25,5,3.5
2018,Spring,48510,C,"FOLAN, JOHN",ASOS IV,100,27,5
2018,Spring,48510,A,"BARD, JOSHUA",ASOS IV,50,14,5
2018,Spring,48510,H,"ARSCOTT, MARY-LOU",ASOS IV,57,23.75,4.5
2018,Spring,48510,D,"GRUBER, STEFAN",ASOS IV,57,23,4.25
2018,Spring,48519,A,"MONDOR, CHRISTINE",ARC STUDIO: TH II/IP,37,21.67,4.67
2018,Spring,48528,A,"BYRNE, DARAGH",ID RES MOB ENV,33,8,4
2018,Spring,48530,A,"ZEGLIN, GARTH",HUMAN-MACH VIRT,100,11,4.75
2018,Spring,48530,A,"BARD, JOSHUA",HUMAN-MACH VIRT,100,11,4.75
2018,Spring,48545,A,"PERTIERRA, JOSE",DIG FAB,71,10.4,4.2
2018,Spring,48555,A,"PERTIERRA, JOSE",INTRO ARC ROBO,75,7.33,3.13
2018,Spring,48559,A,"FOLAN, JOHN",REAL CMP,25,8,5
2018,Spring,48559,A,"CORBETT, THOMAS",REAL CMP,25,8,5
2018,Spring,48569,A,"KURLAND, KRISTEN",GIS CAFM,100,8.56,4.75
2018,Spring,48587,A,"LIMAURO, CYNTHIA",ARCH LIGHTING DESIGN,71,5.6,4.6
2018,Spring,48599,E,"HAYES, HAL",INDEPENDENT STUDY,50,5,5
2018,Spring,48637,A,"OPPENHEIM, IRVING",STRUC/STAT GRAD,40,5,4.5
2018,Spring,48640,A,"DAVIS, JEFFREY",MARCHSTUDIO INTEG II,50,23,5
2018,Spring,48640,B,"LEE, STEPHEN",MARCHSTUDIO INTEG II,100,22,4.75
2018,Spring,48640,B,"FOLAN, JOHN",MARCHSTUDIO INTEG II,100,27,4.38
2018,Spring,48640,A,"LEE, STEPHEN",MARCHSTUDIO INTEG II,50,23,5
2018,Spring,48644,A,"GUTSCHOW, KAI",MARCH PROSEM,56,3,4
2018,Spring,48647,A,"DAMIANI, GERARD",MAT & ASSEMBL,33,17.5,4
2018,Spring,48658,A,"VAVASIS, VALENTINA",REDD MARCH,60,7,5
2018,Spring,48706,A,"QUICK, STEPHEN",URBAN STUDIO II,100,17.29,3.86
2018,Spring,48706,A,"GRUBER, STEFAN",URBAN STUDIO II,100,12.33,4
2018,Spring,48708,A,"KLINE, JONATHAN",MUD STUDIO IV,66,23,4.25
2018,Spring,48711,A,"COCHRAN, ERICA",PARADGMS RESCH ARCH,80,8,4
2018,Spring,48712,A,"CARTER, DONALD",MUD GRADUATE SEMINAR,100,2.75,5
2018,Spring,48713,A,"REHMAN, NIDA",MUD URB EC,100,14.5,4.25
2018,Spring,48715,A,"CARDOSO LLACH, DANIEL",CMPT DSGN PRE THS PR,57,6.5,4.75
2018,Spring,48720,A,"GASTIL, RAY",PLNNG DES,92,5,4.25
2018,Spring,48721,A,"KARAGUZEL, OMER",BLDG CONTRL DIAGNSTC,100,14,4
2018,Spring,48723,A,"HARTKOPF, VOLKER",PERF ADV BLDNG SYSTM,84,6.64,3.45
2018,Spring,48728,A,"LOFTNESS, VIVIAN",SP TPC BPD MOD SUSTN,60,7,4.33
2018,Spring,48731,A,"CUPKOVA, DANA",SUSTNB DES SYN PREP,100,10,4
2018,Spring,48731,A,"LOFTNESS, VIVIAN",SUSTNB DES SYN PREP,100,12,4.67
2018,Spring,48731,A,"COCHRAN, ERICA",SUSTNB DES SYN PREP,100,5,5
2018,Spring,48733,A3,"KARAGUZEL, OMER",ENV PERF SIM,75,8,4.44
2018,Spring,48739,A,"TOWNSEND, J.",MKG THNGS INTACTV GR,33,8,5
2018,Spring,48752,A,"BAIRD, NINA",ZERO ENERGY HOUSING,91,14.09,4
2018,Spring,48758,A,"BYRNE, DARAGH",RES MOB ENV EM2,28,19,4
2018,Spring,48761,A,"BAIRD, NINA",INT COM SYS,100,14,4.5
2018,Spring,48776,A,"BARD, JOSHUA",MAAD ASOS II,100,22,5
2018,Spring,48778,A,"GUTSCHOW, KAI",MAAD SEM II,100,11,5
2018,Spring,48778,A,"FICCA, JEREMY",MAAD SEM II,100,9.5,5
2018,Spring,48780,A,"FICCA, JEREMY",MAAD DES RSH PREP,100,9.5,5
2018,Spring,48781,A,"KURLAND, KRISTEN",SPTL ANLY INFRTC PLN,100,10,4.67
2018,Spring,48792,E,"COCHRAN, ERICA",PHD INDEP STUDY,50,8,5
2018,Spring,48792,V,"LOFTNESS, VIVIAN",PHD INDEP STUDY,75,11,5
2018,Spring,60106,B,"VERSARI, MARIA ELENA",CRITICAL THEORY II,50,6.71,4.71
2018,Spring,60106,A,"VERSARI, MARIA ELENA",CRITICAL THEORY II,52,7,4.67
2018,Spring,60110,C,"WASHKO, ANGELA",EMS MOVING IMAGE,58,13.6,4.2
2018,Spring,60110,D,"WORMSLEY, ALISHA",EMS MOVING IMAGE,35,8.6,3.8
2018,Spring,60110,B,"ANDREW, SCOTT",EMS MOVING IMAGE,42,12.63,4.38
2018,Spring,60110,A,"PELL, RICHARD",EMS MOVING IMAGE,50,8.5,4.5
2018,Spring,60125,B,"MAHLER, MOSHE",INTRO TO 3D ANIMATN,100,8.75,4.75
2018,Spring,60125,A,"KRAHE, JAMES",INTRO TO 3D ANIMATN,71,14,3.5
2018,Spring,60125,A,"MAHLER, MOSHE",INTRO TO 3D ANIMATN,71,11.6,4
2018,Spring,60131,D4,"GURYSH, STEVEN",3D MEDIA STUDIO II,50,8.6,4.6
2018,Spring,60131,D3,"GURYSH, STEVEN",3D MEDIA STUDIO II,23,8,4.67
2018,Spring,60131,A4,"SCARPONE, PHILLIP",3D MEDIA STUDIO II,54,10,4.83
2018,Spring,60131,B3,"CHURCH, SIDNEY",3D MEDIA STUDIO II,70,10.57,4.43
2018,Spring,60131,A3,"SCARPONE, PHILLIP",3D MEDIA STUDIO II,41,12.2,4.8
2018,Spring,60131,C3,"BINGHAM, ROBERT",3D MEDIA STUDIO II,28,10.25,4.5
2018,Spring,60131,C4,"BINGHAM, ROBERT",3D MEDIA STUDIO II,28,10.25,4.5
2018,Spring,60131,B4,"CHURCH, SIDNEY",3D MEDIA STUDIO II,70,8,4.71
2018,Spring,60141,A,"GRUZSKA, JAMIE",B & W PHOTOGRAPHY I,66,9.5,5
2018,Spring,60142,A,"BLUM, AARON",DIGITAL PHOTOGRPHY I,66,12.5,5
2018,Spring,60157,A,"MULLINS, PAUL",DRAWING NON-MAJORS,46,8,4
2018,Spring,60160,B,"SHIMOYAMA, DEVAN",2D MDA STD: IMAGING,40,10.5,3.83
2018,Spring,60160,A,"EGGEBRECHT, Echo",2D MDA STD: IMAGING,33,7.5,3
2018,Spring,60160,C,"MILNER, ADAM",2D MDA STD: IMAGING,75,8.83,2.33
2018,Spring,60206,A,"LINDEN, CHRISTINA",CONTEMP VISUAL CULT,40,6.88,4.25
2018,Spring,60206,B,"LINDEN, CHRISTINA",CONTEMP VISUAL CULT,22,7,3.83
2018,Spring,60212,A,"LEVIN, GOLAN",COMP FOR CREATIVE PR,76,12.38,4.56
2018,Spring,60223,A,"ZACHARIAS, ROBERT",PHYSICAL COMPUTING,58,9.2,4.3
2018,Spring,60242,A,"MANTLE, T. ROSS",DIGITAL PHOTO II,75,11,5
2018,Spring,60251,A,"HAMES, KELLIE",2D MEDA STD:PRT MEDA,63,11.86,4.71
2018,Spring,60280,A,"CARSON, JOHN",INTRO CONTEXT PRACT,58,11.43,4
2018,Spring,60280,B,"WASHKO, ANGELA",INTRO CONTEXT PRACT,54,9.5,4.5
2018,Spring,60280,C,"YEH, IMIN",INTRO CONTEXT PRACT,50,11.14,4.14
2018,Spring,60357,A,"BECK, KIMBERLY",CS: NATIONS NATURE,55,11,3.8
2018,Spring,60359,A,"PEDERCINI, PAOLO",CS: PLAYFUL THEORY,46,9,4.67
2018,Spring,60388,A,"FITZPATRICK, VERONICA",SCIENCE FICTION SEM,43,5.86,4.86
2018,Spring,60397,A,"KEATING-MILLER, JENNIFER","ART, CONFLICT & TECH",33,14,5
2018,Spring,60397,A,"NOURBAKHSH, ILLAH","ART, CONFLICT & TECH",33,14,5
2018,Spring,60397,A,"CARSON, JOHN","ART, CONFLICT & TECH",33,14,5
2018,Spring,60402,A,"PEDERCINI, PAOLO",SENIOR STUDIO,33,12.13,3.75
2018,Spring,60402,A,"SLAVICK, SUSANNE",SENIOR STUDIO,33,13.25,4.13
2018,Spring,60403,A,"SLAVICK, SUSANNE",EXTENDED STUDIO,40,11.33,4.11
2018,Spring,60405,A,"COSGROVE, ERIN",ADV ETB: SPECIAL TOP,92,11,4.25
2018,Spring,60407,A,"HSIEH, ANNIE HUI-HSIN",EXPERIMNT SND SYNTH,25,5,5
2018,Spring,60411,A,"KANG, EUNSU",ART & MACHINE LEARN,55,9.2,2.2
2018,Spring,60411,A,"POCZOS, BARNABAS",ART & MACHINE LEARN,55,8.6,2.2
2018,Spring,60413,A,"PELL, RICHARD",ADV ETB: SPECIAL TOP,57,10.25,4.25
2018,Spring,60414,A,"HODGINS, JESSICA",ADV ETB ANM ART/TECH,50,13.89,3.89
2018,Spring,60414,A,"DUESING, JAMES",ADV ETB ANM ART/TECH,50,14.22,4
2018,Spring,60424,A,"SILVER, SUZIE",ADV ETB: SPEC TPC,27,10,4.5
2018,Spring,60428,A,"ZEGLIN, GARTH",ROBOT SPECIAL EFFECT,36,12.5,4
2018,Spring,60428,A,"SILVER, SUZIE",ROBOT SPECIAL EFFECT,36,13.25,3.75
2018,Spring,60431,A,"BINGHAM, ROBERT",ADV SIS INSTALLATION,50,11,3.83
2018,Spring,60433,A,"MANNINO, JOSEPH",ADV SIS CLAY SCULPTR,42,11,5
2018,Spring,60435,A,"KUMATA, CAROL",SIS: METALS,44,11,4.5
2018,Spring,60440,A,"SMITH, ALLISON",ADVD SIS: SPCL TOPC,50,14.17,4.33
2018,Spring,60452,A,"MERRELL, CLAYTON",ADV DP3: COLOR,55,8.9,5
2018,Spring,60452,B,"MERRELL, CLAYTON",ADV DP3: COLOR,35,12.2,5
2018,Spring,60453,A,"SHIMOYAMA, DEVAN",ADV DP3 PAINTING,36,13.25,5
2018,Spring,60459,A,"EGGEBRECHT, Echo",ADV DP3: DRAW/PAINT,26,11.75,4
2018,Spring,60474,A,"BECK, KIMBERLY",ADVD DP3:SPECL TOPCS,75,12,3.33
2018,Spring,60475,A,"YEH, IMIN",ADV DP3: OPEN PRINT,27,16.33,5
2018,Spring,60701,A,"LINDEN, CHRISTINA",MFA CRIT STUDIES,83,10.4,5
2018,Spring,60711,A,"BECK, JESSICA",MFA THESIS WRITING,33,8,5
2018,Spring,60791,A,"SMITH, ALLISON",MFA INTEGRATIVE SEM,64,10,4.89
2018,Spring,70100,B,"KEKRE, SHAM",GLOBAL BUSINESS,57,6.3,3.74
2018,Spring,70100,A,"KEKRE, SHAM",GLOBAL BUSINESS,44,6.3,3.57
2018,Spring,70105,B,"LANKFORD, JOHN",BUS LDR ENDV: INTRN,34,2.29,2.14
2018,Spring,70105,A,"LANKFORD, JOHN",BUS LDR ENDV: INTRN,50,2.59,2.25
2018,Spring,70110,B,"MUKHOPADHYAY, TRIDAS",BUSINESS COMPUTING,42,6.44,3.46
2018,Spring,70110,C,"MUKHOPADHYAY, TRIDAS",BUSINESS COMPUTING,37,7.05,3.77
2018,Spring,70110,A,"MUKHOPADHYAY, TRIDAS",BUSINESS COMPUTING,37,5.75,3.94
2018,Spring,70122,1,"BONALDI, PIETRO",INTRO TO ACCOUNTING,46,4.81,3.56
2018,Spring,70122,2,"BONALDI, PIETRO",INTRO TO ACCOUNTING,39,5.53,3.65
2018,Spring,70122,3,"AKGUC, SERKAN",INTRO TO ACCOUNTING,88,10.33,4.36
2018,Spring,70160,A,"STANTON, ANTHONY",GRAPHIC MEDIA MGMT,43,4.53,3.79
2018,Spring,70196,A,"STANTON, ANTHONY",PUBLSHNG ON THE WWW,61,7.15,4.31
2018,Spring,70201,A,"LANKFORD, JOHN",PROFSSNL & SRVC PROJ,32,2.67,2.89
2018,Spring,70201,B,"LANKFORD, JOHN",PROFSSNL & SRVC PROJ,41,4.63,2.94
2018,Spring,70207,B,"STANGL, DALENE",PROB & STAT BUS APPL,58,11.08,1.33
2018,Spring,70207,A,"MAZUMDER, ANJALI",PROB & STAT BUS APPL,60,10.06,2.5
2018,Spring,70207,B,"MAZUMDER, ANJALI",PROB & STAT BUS APPL,58,9.93,1.59
2018,Spring,70207,A,"STANGL, DALENE",PROB & STAT BUS APPL,60,10.17,1.72
2018,Spring,70208,W,"BOATWRIGHT, PETER",REGRESSION ANALYSIS,93,9.79,3.14
2018,Spring,70257,1,"MOSELEY, BEN",OPTI FOR BUSNS,51,7.22,4.33
2018,Spring,70257,2,"MOSELEY, BEN",OPTI FOR BUSNS,48,8.23,4.5
2018,Spring,70311,B,"LEE, SUNKEE",ORGNZTN BEHAVIOR,81,6.73,4.31
2018,Spring,70311,W,"SGUERA, FRANCESCO",ORGNZTN BEHAVIOR,95,6.74,5
2018,Spring,70311,A,"LEE, SUNKEE",ORGNZTN BEHAVIOR,88,6.06,4.19
2018,Spring,70311,C,"GLIKSON, ELLA",ORGNZTN BEHAVIOR,45,5.47,2.95
2018,Spring,70321,W,"GRAY, DAVID",NEGOTIATN CNFLCT RES,55,9.8,5
2018,Spring,70321,A,"MAYO, Anna",NEGOTIATN CNFLCT RES,86,5.46,4.69
2018,Spring,70332,A,"HORNACK, JOSEPH",BUS SOCIETY & ETHICS,50,5.52,3.39
